0 0
0.05 0.203922
0.1 0.408413
0.15 0.614052
0.2 0.821429
0.25 1.03116
0.3 1.24387
0.35 1.46024
0.4 1.68098
0.45 1.90684
0.5 2.13863
0.55 2.37719
0.6 2.62345
0.65 2.87836
0.7 3.14296
0.75 3.41834
0.8 3.70567
0.85 4.00618
0.9 4.32114
0.95 4.65194
1 5
